"peaks_file_top1000.chr"	"peaks_file_top1000.abs_summit...peak_size_for_MEME"	"peaks_file_top1000.abs_summit...peak_size_for_MEME.1"	"peaks_file_top1000.name"
"771"	"chr17"	65962791	65963191	"Gran_KDctrl_peak_7816"
"772"	"chr1"	31006460	31006860	"Gran_KDctrl_peak_77"
"773"	"chr15"	64144163	64144563	"Gran_KDctrl_peak_6155"
"774"	"chr10"	122422930	122423330	"Gran_KDctrl_peak_2211"
"775"	"chr8"	73363529	73363929	"Gran_KDctrl_peak_16294"
"776"	"chr14"	18246769	18247169	"Gran_KDctrl_peak_5186"
"777"	"chr7"	87223740	87224140	"Gran_KDctrl_peak_15243"
"778"	"chr6"	47870444	47870844	"Gran_KDctrl_peak_13889"
"779"	"chr15"	98860550	98860950	"Gran_KDctrl_peak_6514"
"780"	"chr12"	25335947	25336347	"Gran_KDctrl_peak_3626"
"781"	"chr6"	122258611	122259011	"Gran_KDctrl_peak_14376"
"782"	"chr11"	3814167	3814567	"Gran_KDctrl_peak_2322"
"783"	"chr12"	72116542	72116942	"Gran_KDctrl_peak_3833"
"784"	"chr11"	20101077	20101477	"Gran_KDctrl_peak_2420"
"785"	"chr5"	92391675	92392075	"Gran_KDctrl_peak_13026"
"786"	"chr1"	182708132	182708532	"Gran_KDctrl_peak_1126"
"787"	"chr8"	46418650	46419050	"Gran_KDctrl_peak_16148"
"788"	"chr5"	148241774	148242174	"Gran_KDctrl_peak_13622"
"789"	"chr10"	80755420	80755820	"Gran_KDctrl_peak_1846"
"790"	"chr10"	62113887	62114287	"Gran_KDctrl_peak_1645"
"791"	"chr5"	125865950	125866350	"Gran_KDctrl_peak_13392"
"792"	"chr11"	20012768	20013168	"Gran_KDctrl_peak_2417"
"793"	"chr7"	140005191	140005591	"Gran_KDctrl_peak_15773"
"794"	"chr4"	56770182	56770582	"Gran_KDctrl_peak_11781"
"795"	"chr17"	24551311	24551711	"Gran_KDctrl_peak_7384"
"796"	"chr9"	21330314	21330714	"Gran_KDctrl_peak_16914"
"797"	"chr5"	36071548	36071948	"Gran_KDctrl_peak_12786"
"798"	"chr10"	31032988	31033388	"Gran_KDctrl_peak_1424"
"799"	"chr7"	7230883	7231283	"Gran_KDctrl_peak_14716"
"800"	"chr16"	3743775	3744175	"Gran_KDctrl_peak_6601"
"801"	"chr11"	58741669	58742069	"Gran_KDctrl_peak_2708"
"802"	"chr19"	41556952	41557352	"Gran_KDctrl_peak_8932"
"803"	"chr11"	51729655	51730055	"Gran_KDctrl_peak_2629"
"804"	"chr10"	61802840	61803240	"Gran_KDctrl_peak_1632"
"805"	"chr2"	136762412	136762812	"Gran_KDctrl_peak_10072"
"806"	"chr3"	30993480	30993880	"Gran_KDctrl_peak_10610"
"807"	"chr17"	28659836	28660236	"Gran_KDctrl_peak_7464"
"808"	"chr15"	81702275	81702675	"Gran_KDctrl_peak_6356"
"809"	"chr9"	44152006	44152406	"Gran_KDctrl_peak_17036"
"810"	"chr14"	75469356	75469756	"Gran_KDctrl_peak_5653"
"811"	"chr9"	31087935	31088335	"Gran_KDctrl_peak_16956"
"812"	"chr7"	17460256	17460656	"Gran_KDctrl_peak_14759"
"813"	"chr19"	8894194	8894594	"Gran_KDctrl_peak_8682"
"814"	"chr6"	82602713	82603113	"Gran_KDctrl_peak_14052"
"815"	"chr2"	164737095	164737495	"Gran_KDctrl_peak_10316"
"816"	"chr11"	115938776	115939176	"Gran_KDctrl_peak_3435"
"817"	"chr10"	76984793	76985193	"Gran_KDctrl_peak_1739"
"818"	"chr12"	106270517	106270917	"Gran_KDctrl_peak_4105"
"819"	"chr15"	98748398	98748798	"Gran_KDctrl_peak_6509"
"820"	"chr15"	101203804	101204204	"Gran_KDctrl_peak_6569"
"821"	"chr8"	123113006	123113406	"Gran_KDctrl_peak_16703"
"822"	"chr9"	78375258	78375658	"Gran_KDctrl_peak_17328"
"823"	"chr10"	95795856	95796256	"Gran_KDctrl_peak_2038"
"824"	"chr1"	37531401	37531801	"Gran_KDctrl_peak_119"
"825"	"chr6"	108520980	108521380	"Gran_KDctrl_peak_14254"
"826"	"chr7"	4100767	4101167	"Gran_KDctrl_peak_14680"
"827"	"chr4"	114659588	114659988	"Gran_KDctrl_peak_12055"
"828"	"chr14"	67627529	67627929	"Gran_KDctrl_peak_5587"
"829"	"chr13"	62786020	62786420	"Gran_KDctrl_peak_4744"
"830"	"chr15"	75687537	75687937	"Gran_KDctrl_peak_6235"
"831"	"chr6"	35127377	35127777	"Gran_KDctrl_peak_13811"
"832"	"chr19"	53392983	53393383	"Gran_KDctrl_peak_9045"
"833"	"chr6"	119429094	119429494	"Gran_KDctrl_peak_14334"
"834"	"chr11"	72420515	72420915	"Gran_KDctrl_peak_2865"
"835"	"chr8"	116159165	116159565	"Gran_KDctrl_peak_16633"
"836"	"chr1"	88389219	88389619	"Gran_KDctrl_peak_411"
"837"	"chr2"	166731358	166731758	"Gran_KDctrl_peak_10350"
"838"	"chr8"	87228550	87228950	"Gran_KDctrl_peak_16424"
"839"	"chr11"	70265467	70265867	"Gran_KDctrl_peak_2842"
"840"	"chr4"	45025225	45025625	"Gran_KDctrl_peak_11689"
"841"	"chr4"	133684558	133684958	"Gran_KDctrl_peak_12313"
"842"	"chr5"	123229374	123229774	"Gran_KDctrl_peak_13349"
"843"	"chr11"	74389334	74389734	"Gran_KDctrl_peak_2883"
"844"	"chr1"	52289932	52290332	"Gran_KDctrl_peak_184"
"845"	"chr3"	146113259	146113659	"Gran_KDctrl_peak_11416"
"846"	"chr2"	69627525	69627925	"Gran_KDctrl_peak_9602"
"847"	"chr16"	98303445	98303845	"Gran_KDctrl_peak_7204"
"848"	"chr8"	125566156	125566556	"Gran_KDctrl_peak_16750"
"849"	"chr6"	71582852	71583252	"Gran_KDctrl_peak_14017"
"850"	"chr7"	91032202	91032602	"Gran_KDctrl_peak_15311"
"851"	"chr17"	8407209	8407609	"Gran_KDctrl_peak_7264"
"852"	"chr8"	60130942	60131342	"Gran_KDctrl_peak_16211"
"853"	"chr7"	125676624	125677024	"Gran_KDctrl_peak_15601"
"854"	"chr19"	41338296	41338696	"Gran_KDctrl_peak_8925"
"855"	"chr11"	102158188	102158588	"Gran_KDctrl_peak_3251"
"856"	"chr11"	57458495	57458895	"Gran_KDctrl_peak_2688"
"857"	"chr15"	38400129	38400529	"Gran_KDctrl_peak_6018"
"858"	"chr1"	163000714	163001114	"Gran_KDctrl_peak_903"
"859"	"chr13"	22066203	22066603	"Gran_KDctrl_peak_4402"
"860"	"chr11"	96838944	96839344	"Gran_KDctrl_peak_3145"
"861"	"chr1"	193399422	193399822	"Gran_KDctrl_peak_1214"
"862"	"chr11"	101413741	101414141	"Gran_KDctrl_peak_3238"
"863"	"chr10"	80600085	80600485	"Gran_KDctrl_peak_1840"
"864"	"chr7"	5013582	5013982	"Gran_KDctrl_peak_14704"
"865"	"chr10"	122115647	122116047	"Gran_KDctrl_peak_2205"
"866"	"chr6"	51419762	51420162	"Gran_KDctrl_peak_13921"
"867"	"chr15"	73317652	73318052	"Gran_KDctrl_peak_6205"
"868"	"chr15"	101114288	101114688	"Gran_KDctrl_peak_6563"
"869"	"chr13"	41016743	41017143	"Gran_KDctrl_peak_4550"
"870"	"chr13"	8884851	8885251	"Gran_KDctrl_peak_4316"
"871"	"chr7"	19930399	19930799	"Gran_KDctrl_peak_14783"
"872"	"chr5"	73305271	73305671	"Gran_KDctrl_peak_12945"
"873"	"chr16"	92801933	92802333	"Gran_KDctrl_peak_7141"
"874"	"chr16"	32113670	32114070	"Gran_KDctrl_peak_6828"
"875"	"chr3"	51287771	51288171	"Gran_KDctrl_peak_10685"
"876"	"chr11"	32542513	32542913	"Gran_KDctrl_peak_2526"
"877"	"chr1"	36364396	36364796	"Gran_KDctrl_peak_101"
"878"	"chr2"	162842925	162843325	"Gran_KDctrl_peak_10292"
"879"	"chr14"	62058764	62059164	"Gran_KDctrl_peak_5521"
"880"	"chr11"	117848023	117848423	"Gran_KDctrl_peak_3466"
"881"	"chr5"	90795349	90795749	"Gran_KDctrl_peak_13014"
"882"	"chrX"	67638557	67638957	"Gran_KDctrl_peak_17863"
"883"	"chr7"	25184536	25184936	"Gran_KDctrl_peak_14810"
"884"	"chr7"	59117419	59117819	"Gran_KDctrl_peak_15104"
"885"	"chr10"	79862158	79862558	"Gran_KDctrl_peak_1810"
"886"	"chr19"	16206898	16207298	"Gran_KDctrl_peak_8748"
"887"	"chr4"	93001299	93001699	"Gran_KDctrl_peak_11917"
"888"	"chr2"	167482308	167482708	"Gran_KDctrl_peak_10367"
"889"	"chr10"	116653094	116653494	"Gran_KDctrl_peak_2133"
"890"	"chr17"	34164165	34164565	"Gran_KDctrl_peak_7546"
"891"	"chr8"	47772200	47772600	"Gran_KDctrl_peak_16171"
"892"	"chr10"	79622461	79622861	"Gran_KDctrl_peak_1802"
"893"	"chr17"	24686736	24687136	"Gran_KDctrl_peak_7389"
"894"	"chr1"	121422523	121422923	"Gran_KDctrl_peak_594"
"895"	"chr10"	94977491	94977891	"Gran_KDctrl_peak_2018"
"896"	"chr17"	7165579	7165979	"Gran_KDctrl_peak_7248"
"897"	"chr16"	31201194	31201594	"Gran_KDctrl_peak_6815"
"898"	"chr4"	115747766	115748166	"Gran_KDctrl_peak_12074"
"899"	"chrX"	7460990	7461390	"Gran_KDctrl_peak_17733"
"900"	"chr13"	21271834	21272234	"Gran_KDctrl_peak_4381"
"901"	"chr7"	148640926	148641326	"Gran_KDctrl_peak_15869"
"902"	"chr15"	91022257	91022657	"Gran_KDctrl_peak_6437"
"903"	"chr2"	172195995	172196395	"Gran_KDctrl_peak_10408"
"904"	"chr1"	196802379	196802779	"Gran_KDctrl_peak_1238"
"905"	"chr1"	97210073	97210473	"Gran_KDctrl_peak_525"
"906"	"chr14"	55173126	55173526	"Gran_KDctrl_peak_5447"
"907"	"chr10"	79242887	79243287	"Gran_KDctrl_peak_1773"
"908"	"chr11"	116477207	116477607	"Gran_KDctrl_peak_3446"
"909"	"chr5"	106128810	106129210	"Gran_KDctrl_peak_13150"
"910"	"chr7"	19895269	19895669	"Gran_KDctrl_peak_14779"
"911"	"chr6"	146119020	146119420	"Gran_KDctrl_peak_14615"
"912"	"chr14"	65059347	65059747	"Gran_KDctrl_peak_5552"
"913"	"chr14"	79881110	79881510	"Gran_KDctrl_peak_5701"
"914"	"chr17"	29089290	29089690	"Gran_KDctrl_peak_7472"
"915"	"chr17"	47873817	47874217	"Gran_KDctrl_peak_7707"
"916"	"chr12"	110003963	110004363	"Gran_KDctrl_peak_4121"
"917"	"chr11"	54911275	54911675	"Gran_KDctrl_peak_2678"
"918"	"chr5"	24191342	24191742	"Gran_KDctrl_peak_12694"
"919"	"chr2"	77784244	77784644	"Gran_KDctrl_peak_9678"
"920"	"chr11"	29447760	29448160	"Gran_KDctrl_peak_2494"
"921"	"chr4"	83132169	83132569	"Gran_KDctrl_peak_11877"
"922"	"chr13"	104564154	104564554	"Gran_KDctrl_peak_4986"
"923"	"chr6"	134517017	134517417	"Gran_KDctrl_peak_14526"
"924"	"chr2"	32307371	32307771	"Gran_KDctrl_peak_9383"
"925"	"chr3"	30754836	30755236	"Gran_KDctrl_peak_10603"
"926"	"chr1"	153602155	153602555	"Gran_KDctrl_peak_797"
"927"	"chr13"	49282706	49283106	"Gran_KDctrl_peak_4621"
"928"	"chr16"	95929893	95930293	"Gran_KDctrl_peak_7179"
"929"	"chr12"	103595053	103595453	"Gran_KDctrl_peak_4081"
"930"	"chr9"	107542796	107543196	"Gran_KDctrl_peak_17528"
"931"	"chr4"	134290091	134290491	"Gran_KDctrl_peak_12326"
"932"	"chr5"	105539222	105539622	"Gran_KDctrl_peak_13134"
"933"	"chr7"	26180516	26180916	"Gran_KDctrl_peak_14846"
"934"	"chr10"	51142298	51142698	"Gran_KDctrl_peak_1535"
"935"	"chr10"	80828519	80828919	"Gran_KDctrl_peak_1852"
"936"	"chr10"	57960509	57960909	"Gran_KDctrl_peak_1578"
"937"	"chr15"	81353600	81354000	"Gran_KDctrl_peak_6347"
"938"	"chr3"	115709957	115710357	"Gran_KDctrl_peak_11212"
"939"	"chr7"	133572408	133572808	"Gran_KDctrl_peak_15680"
"940"	"chr10"	119639063	119639463	"Gran_KDctrl_peak_2171"
"941"	"chr16"	50432270	50432670	"Gran_KDctrl_peak_6954"
"942"	"chr5"	143579312	143579712	"Gran_KDctrl_peak_13557"
"943"	"chr16"	91044581	91044981	"Gran_KDctrl_peak_7114"
"944"	"chr8"	37312266	37312666	"Gran_KDctrl_peak_16125"
"945"	"chr16"	45158700	45159100	"Gran_KDctrl_peak_6929"
"946"	"chr11"	61080540	61080940	"Gran_KDctrl_peak_2748"
"947"	"chr15"	41620225	41620625	"Gran_KDctrl_peak_6042"
"948"	"chr14"	67487478	67487878	"Gran_KDctrl_peak_5584"
"949"	"chr1"	145851155	145851555	"Gran_KDctrl_peak_763"
"950"	"chr3"	90390907	90391307	"Gran_KDctrl_peak_10945"
"951"	"chr13"	49063422	49063822	"Gran_KDctrl_peak_4620"
"952"	"chr15"	74819364	74819764	"Gran_KDctrl_peak_6224"
"953"	"chr17"	84580729	84581129	"Gran_KDctrl_peak_7958"
"954"	"chr5"	141093705	141094105	"Gran_KDctrl_peak_13536"
"955"	"chr14"	103381645	103382045	"Gran_KDctrl_peak_5741"
"956"	"chr11"	11585923	11586323	"Gran_KDctrl_peak_2394"
"957"	"chr4"	43575234	43575634	"Gran_KDctrl_peak_11666"
"958"	"chr7"	74590046	74590446	"Gran_KDctrl_peak_15160"
"959"	"chr3"	68808388	68808788	"Gran_KDctrl_peak_10804"
"960"	"chr11"	58115533	58115933	"Gran_KDctrl_peak_2701"
"961"	"chr3"	96043374	96043774	"Gran_KDctrl_peak_11015"
"962"	"chr14"	71180834	71181234	"Gran_KDctrl_peak_5625"
"963"	"chr3"	90294781	90295181	"Gran_KDctrl_peak_10942"
"964"	"chr1"	156930469	156930869	"Gran_KDctrl_peak_836"
"965"	"chr1"	74443847	74444247	"Gran_KDctrl_peak_330"
"966"	"chr7"	4636482	4636882	"Gran_KDctrl_peak_14691"
"967"	"chr18"	24280134	24280534	"Gran_KDctrl_peak_8137"
"968"	"chr14"	102039463	102039863	"Gran_KDctrl_peak_5728"
"969"	"chr7"	104728058	104728458	"Gran_KDctrl_peak_15377"
"970"	"chr12"	85328683	85329083	"Gran_KDctrl_peak_3951"
"971"	"chr2"	28695909	28696309	"Gran_KDctrl_peak_9329"
"972"	"chr5"	65883985	65884385	"Gran_KDctrl_peak_12903"
"973"	"chr3"	90069365	90069765	"Gran_KDctrl_peak_10938"
"974"	"chr10"	79479181	79479581	"Gran_KDctrl_peak_1789"
"975"	"chr12"	113882755	113883155	"Gran_KDctrl_peak_4176"
"976"	"chr1"	179371987	179372387	"Gran_KDctrl_peak_1082"
"977"	"chr14"	55633960	55634360	"Gran_KDctrl_peak_5462"
"978"	"chr13"	30076199	30076599	"Gran_KDctrl_peak_4474"
"979"	"chr9"	7763779	7764179	"Gran_KDctrl_peak_16849"
"980"	"chr18"	10610116	10610516	"Gran_KDctrl_peak_8074"
"981"	"chr17"	17761520	17761920	"Gran_KDctrl_peak_7326"
"982"	"chrX"	7247660	7248060	"Gran_KDctrl_peak_17725"
"983"	"chr15"	88581781	88582181	"Gran_KDctrl_peak_6412"
"984"	"chr12"	72069722	72070122	"Gran_KDctrl_peak_3830"
"985"	"chr5"	115992706	115993106	"Gran_KDctrl_peak_13266"
"986"	"chr3"	51013912	51014312	"Gran_KDctrl_peak_10674"
"987"	"chr3"	132346834	132347234	"Gran_KDctrl_peak_11308"
"988"	"chr10"	80289008	80289408	"Gran_KDctrl_peak_1832"
"989"	"chr10"	117540321	117540721	"Gran_KDctrl_peak_2157"
"990"	"chr15"	102033732	102034132	"Gran_KDctrl_peak_6580"
"991"	"chr7"	25990777	25991177	"Gran_KDctrl_peak_14835"
"992"	"chr10"	36858604	36859004	"Gran_KDctrl_peak_1443"
"993"	"chr18"	60892734	60893134	"Gran_KDctrl_peak_8338"
"994"	"chr7"	134888843	134889243	"Gran_KDctrl_peak_15723"
"995"	"chrX"	20265060	20265460	"Gran_KDctrl_peak_17782"
"996"	"chr17"	7634604	7635004	"Gran_KDctrl_peak_7254"
"997"	"chr6"	122760914	122761314	"Gran_KDctrl_peak_14392"
"998"	"chr17"	29169409	29169809	"Gran_KDctrl_peak_7478"
"999"	"chr9"	22029987	22030387	"Gran_KDctrl_peak_16930"
"1000"	"chr14"	79050161	79050561	"Gran_KDctrl_peak_5689"
