"peaks_file_top1000.chr"	"peaks_file_top1000.abs_summit...peak_size_for_MEME"	"peaks_file_top1000.abs_summit...peak_size_for_MEME.1"	"peaks_file_top1000.name"
"773"	"chr9"	22132272	22132672	"CMP_KDctrl_peak_10446"
"774"	"chr4"	62290783	62291183	"CMP_KDctrl_peak_7347"
"775"	"chr10"	79253364	79253764	"CMP_KDctrl_peak_1221"
"776"	"chr17"	24397401	24397801	"CMP_KDctrl_peak_4601"
"777"	"chr19"	29138577	29138977	"CMP_KDctrl_peak_5491"
"778"	"chr18"	83031376	83031776	"CMP_KDctrl_peak_5309"
"779"	"chrX"	33669704	33670104	"CMP_KDctrl_peak_10997"
"780"	"chr10"	116509263	116509663	"CMP_KDctrl_peak_1418"
"781"	"chr4"	132372182	132372582	"CMP_KDctrl_peak_7633"
"782"	"chr8"	71432294	71432694	"CMP_KDctrl_peak_10039"
"783"	"chr2"	126701731	126702131	"CMP_KDctrl_peak_6145"
"784"	"chr13"	91648679	91649079	"CMP_KDctrl_peak_3127"
"785"	"chr8"	81683394	81683794	"CMP_KDctrl_peak_10087"
"786"	"chr1"	174242082	174242482	"CMP_KDctrl_peak_735"
"787"	"chr14"	69904712	69905112	"CMP_KDctrl_peak_3570"
"788"	"chr3"	141353775	141354175	"CMP_KDctrl_peak_7085"
"789"	"chr10"	116356572	116356972	"CMP_KDctrl_peak_1414"
"790"	"chr10"	126602375	126602775	"CMP_KDctrl_peak_1490"
"791"	"chr18"	82639388	82639788	"CMP_KDctrl_peak_5302"
"792"	"chr4"	102329746	102330146	"CMP_KDctrl_peak_7436"
"793"	"chrX"	71515737	71516137	"CMP_KDctrl_peak_11044"
"794"	"chr2"	79865268	79865668	"CMP_KDctrl_peak_5975"
"795"	"chr1"	184458195	184458595	"CMP_KDctrl_peak_833"
"796"	"chr19"	5366419	5366819	"CMP_KDctrl_peak_5353"
"797"	"chr17"	80319266	80319666	"CMP_KDctrl_peak_4961"
"798"	"chr2"	75908486	75908886	"CMP_KDctrl_peak_5965"
"799"	"chr12"	17880511	17880911	"CMP_KDctrl_peak_2356"
"800"	"chr14"	51627959	51628359	"CMP_KDctrl_peak_3437"
"801"	"chr5"	4192667	4193067	"CMP_KDctrl_peak_7859"
"802"	"chr2"	117936863	117937263	"CMP_KDctrl_peak_6090"
"803"	"chr13"	53080828	53081228	"CMP_KDctrl_peak_3017"
"804"	"chr18"	55066150	55066550	"CMP_KDctrl_peak_5187"
"805"	"chr11"	3994468	3994868	"CMP_KDctrl_peak_1551"
"806"	"chr17"	8107614	8108014	"CMP_KDctrl_peak_4538"
"807"	"chr10"	79635598	79635998	"CMP_KDctrl_peak_1241"
"808"	"chr8"	18924576	18924976	"CMP_KDctrl_peak_9924"
"809"	"chr10"	86193855	86194255	"CMP_KDctrl_peak_1303"
"810"	"chr3"	151531901	151532301	"CMP_KDctrl_peak_7128"
"811"	"chr9"	57493117	57493517	"CMP_KDctrl_peak_10604"
"812"	"chr3"	133209384	133209784	"CMP_KDctrl_peak_7044"
"813"	"chr13"	23843209	23843609	"CMP_KDctrl_peak_2851"
"814"	"chr1"	53397873	53398273	"CMP_KDctrl_peak_133"
"815"	"chr4"	104537063	104537463	"CMP_KDctrl_peak_7443"
"816"	"chr3"	108714403	108714803	"CMP_KDctrl_peak_6943"
"817"	"chr7"	51175703	51176103	"CMP_KDctrl_peak_9298"
"818"	"chr13"	51746907	51747307	"CMP_KDctrl_peak_2997"
"819"	"chrX"	99700496	99700896	"CMP_KDctrl_peak_11075"
"820"	"chr2"	114480402	114480802	"CMP_KDctrl_peak_6072"
"821"	"chr8"	119725519	119725919	"CMP_KDctrl_peak_10279"
"822"	"chr7"	51809042	51809442	"CMP_KDctrl_peak_9304"
"823"	"chr9"	59598735	59599135	"CMP_KDctrl_peak_10621"
"824"	"chr5"	111237077	111237477	"CMP_KDctrl_peak_8186"
"825"	"chr6"	137645268	137645668	"CMP_KDctrl_peak_9062"
"826"	"chr10"	79724279	79724679	"CMP_KDctrl_peak_1243"
"827"	"chr17"	45643824	45644224	"CMP_KDctrl_peak_4768"
"828"	"chr13"	119175648	119176048	"CMP_KDctrl_peak_3285"
"829"	"chr3"	68450525	68450925	"CMP_KDctrl_peak_6696"
"830"	"chr15"	55031907	55032307	"CMP_KDctrl_peak_3855"
"831"	"chr9"	110854393	110854793	"CMP_KDctrl_peak_10867"
"832"	"chr19"	37624910	37625310	"CMP_KDctrl_peak_5527"
"833"	"chr17"	51972282	51972682	"CMP_KDctrl_peak_4831"
"834"	"chr6"	91633676	91634076	"CMP_KDctrl_peak_8819"
"835"	"chr5"	135164578	135164978	"CMP_KDctrl_peak_8349"
"836"	"chr1"	64098725	64099125	"CMP_KDctrl_peak_189"
"837"	"chr11"	87236364	87236764	"CMP_KDctrl_peak_2021"
"838"	"chr6"	31015442	31015842	"CMP_KDctrl_peak_8589"
"839"	"chr6"	38015596	38015996	"CMP_KDctrl_peak_8610"
"840"	"chr10"	114758641	114759041	"CMP_KDctrl_peak_1410"
"841"	"chr7"	4966288	4966688	"CMP_KDctrl_peak_9137"
"842"	"chr5"	141560453	141560853	"CMP_KDctrl_peak_8419"
"843"	"chr1"	182841933	182842333	"CMP_KDctrl_peak_815"
"844"	"chr17"	26005216	26005616	"CMP_KDctrl_peak_4621"
"845"	"chr11"	100224288	100224688	"CMP_KDctrl_peak_2124"
"846"	"chr4"	53161787	53162187	"CMP_KDctrl_peak_7303"
"847"	"chr8"	13306658	13307058	"CMP_KDctrl_peak_9905"
"848"	"chr9"	57081545	57081945	"CMP_KDctrl_peak_10595"
"849"	"chr7"	7073801	7074201	"CMP_KDctrl_peak_9141"
"850"	"chr14"	62782191	62782591	"CMP_KDctrl_peak_3523"
"851"	"chr17"	8465337	8465737	"CMP_KDctrl_peak_4545"
"852"	"chr1"	132612258	132612658	"CMP_KDctrl_peak_447"
"853"	"chr4"	133397002	133397402	"CMP_KDctrl_peak_7650"
"854"	"chr8"	119707797	119708197	"CMP_KDctrl_peak_10278"
"855"	"chr10"	67984544	67984944	"CMP_KDctrl_peak_1166"
"856"	"chr14"	98509197	98509597	"CMP_KDctrl_peak_3661"
"857"	"chr6"	17644208	17644608	"CMP_KDctrl_peak_8546"
"858"	"chr14"	103406942	103407342	"CMP_KDctrl_peak_3677"
"859"	"chr9"	79664165	79664565	"CMP_KDctrl_peak_10732"
"860"	"chr11"	95275244	95275644	"CMP_KDctrl_peak_2075"
"861"	"chr4"	131825674	131826074	"CMP_KDctrl_peak_7621"
"862"	"chr3"	30730869	30731269	"CMP_KDctrl_peak_6567"
"863"	"chr1"	133221444	133221844	"CMP_KDctrl_peak_465"
"864"	"chr12"	119081986	119082386	"CMP_KDctrl_peak_2741"
"865"	"chr3"	31044607	31045007	"CMP_KDctrl_peak_6576"
"866"	"chr17"	71565429	71565829	"CMP_KDctrl_peak_4917"
"867"	"chr14"	71180835	71181235	"CMP_KDctrl_peak_3587"
"868"	"chr7"	52650936	52651336	"CMP_KDctrl_peak_9320"
"869"	"chr2"	143714965	143715365	"CMP_KDctrl_peak_6235"
"870"	"chr10"	85334595	85334995	"CMP_KDctrl_peak_1295"
"871"	"chr10"	58697955	58698355	"CMP_KDctrl_peak_1101"
"872"	"chr12"	29485264	29485664	"CMP_KDctrl_peak_2380"
"873"	"chr11"	93994645	93995045	"CMP_KDctrl_peak_2055"
"874"	"chr8"	18898923	18899323	"CMP_KDctrl_peak_9922"
"875"	"chr1"	135760118	135760518	"CMP_KDctrl_peak_488"
"876"	"chr11"	68937763	68938163	"CMP_KDctrl_peak_1848"
"877"	"chr4"	134759173	134759573	"CMP_KDctrl_peak_7680"
"878"	"chr13"	13616036	13616436	"CMP_KDctrl_peak_2776"
"879"	"chr6"	91531873	91532273	"CMP_KDctrl_peak_8817"
"880"	"chr18"	13131877	13132277	"CMP_KDctrl_peak_5087"
"881"	"chr3"	89885226	89885626	"CMP_KDctrl_peak_6796"
"882"	"chr13"	43304868	43305268	"CMP_KDctrl_peak_2947"
"883"	"chr7"	148042439	148042839	"CMP_KDctrl_peak_9798"
"884"	"chr11"	110563353	110563753	"CMP_KDctrl_peak_2212"
"885"	"chr15"	52970643	52971043	"CMP_KDctrl_peak_3847"
"886"	"chr8"	90699184	90699584	"CMP_KDctrl_peak_10144"
"887"	"chr8"	82838078	82838478	"CMP_KDctrl_peak_10095"
"888"	"chr16"	12223560	12223960	"CMP_KDctrl_peak_4170"
"889"	"chr12"	53745012	53745412	"CMP_KDctrl_peak_2442"
"890"	"chr17"	50609640	50610040	"CMP_KDctrl_peak_4823"
"891"	"chr16"	30066861	30067261	"CMP_KDctrl_peak_4263"
"892"	"chr6"	120738763	120739163	"CMP_KDctrl_peak_8931"
"893"	"chr11"	101999497	101999897	"CMP_KDctrl_peak_2147"
"894"	"chr2"	167193285	167193685	"CMP_KDctrl_peak_6414"
"895"	"chr14"	27335336	27335736	"CMP_KDctrl_peak_3357"
"896"	"chr1"	59243137	59243537	"CMP_KDctrl_peak_168"
"897"	"chr14"	22576687	22577087	"CMP_KDctrl_peak_3333"
"898"	"chr4"	41687983	41688383	"CMP_KDctrl_peak_7247"
"899"	"chr3"	88294861	88295261	"CMP_KDctrl_peak_6772"
"900"	"chr1"	33871053	33871453	"CMP_KDctrl_peak_52"
"901"	"chr8"	40068863	40069263	"CMP_KDctrl_peak_9988"
"902"	"chr10"	18782195	18782595	"CMP_KDctrl_peak_956"
"903"	"chr10"	53335940	53336340	"CMP_KDctrl_peak_1086"
"904"	"chr13"	81922413	81922813	"CMP_KDctrl_peak_3121"
"905"	"chr5"	104175866	104176266	"CMP_KDctrl_peak_8138"
"906"	"chr6"	29474118	29474518	"CMP_KDctrl_peak_8574"
"907"	"chr2"	143762084	143762484	"CMP_KDctrl_peak_6238"
"908"	"chr3"	83880506	83880906	"CMP_KDctrl_peak_6736"
"909"	"chr5"	66519082	66519482	"CMP_KDctrl_peak_8033"
"910"	"chr8"	13785668	13786068	"CMP_KDctrl_peak_9912"
"911"	"chr8"	41596797	41597197	"CMP_KDctrl_peak_9992"
"912"	"chr16"	50736700	50737100	"CMP_KDctrl_peak_4354"
"913"	"chr13"	51732423	51732823	"CMP_KDctrl_peak_2995"
"914"	"chr8"	72149229	72149629	"CMP_KDctrl_peak_10042"
"915"	"chr19"	34266763	34267163	"CMP_KDctrl_peak_5515"
"916"	"chr10"	82467334	82467734	"CMP_KDctrl_peak_1283"
"917"	"chr9"	31087923	31088323	"CMP_KDctrl_peak_10460"
"918"	"chr5"	36924623	36925023	"CMP_KDctrl_peak_7964"
"919"	"chr2"	6172195	6172595	"CMP_KDctrl_peak_5649"
"920"	"chr1"	161162792	161163192	"CMP_KDctrl_peak_631"
"921"	"chr7"	82732394	82732794	"CMP_KDctrl_peak_9426"
"922"	"chr9"	56978794	56979194	"CMP_KDctrl_peak_10594"
"923"	"chr19"	53613268	53613668	"CMP_KDctrl_peak_5606"
"924"	"chr11"	87959081	87959481	"CMP_KDctrl_peak_2039"
"925"	"chr15"	86016209	86016609	"CMP_KDctrl_peak_4029"
"926"	"chr5"	74931342	74931742	"CMP_KDctrl_peak_8054"
"927"	"chr13"	103479842	103480242	"CMP_KDctrl_peak_3190"
"928"	"chr5"	147059243	147059643	"CMP_KDctrl_peak_8446"
"929"	"chr2"	103785146	103785546	"CMP_KDctrl_peak_6051"
"930"	"chr6"	124763564	124763964	"CMP_KDctrl_peak_8961"
"931"	"chr18"	61607718	61608118	"CMP_KDctrl_peak_5213"
"932"	"chr4"	148000915	148001315	"CMP_KDctrl_peak_7756"
"933"	"chr11"	95170924	95171324	"CMP_KDctrl_peak_2072"
"934"	"chr2"	102240926	102241326	"CMP_KDctrl_peak_6037"
"935"	"chr5"	117565972	117566372	"CMP_KDctrl_peak_8235"
"936"	"chr8"	59914836	59915236	"CMP_KDctrl_peak_10024"
"937"	"chr9"	33290647	33291047	"CMP_KDctrl_peak_10468"
"938"	"chr13"	40939044	40939444	"CMP_KDctrl_peak_2934"
"939"	"chr4"	141000609	141001009	"CMP_KDctrl_peak_7725"
"940"	"chr1"	145183162	145183562	"CMP_KDctrl_peak_543"
"941"	"chr6"	142705199	142705599	"CMP_KDctrl_peak_9071"
"942"	"chr11"	110288140	110288540	"CMP_KDctrl_peak_2209"
"943"	"chr17"	34740818	34741218	"CMP_KDctrl_peak_4706"
"944"	"chr18"	10706375	10706775	"CMP_KDctrl_peak_5069"
"945"	"chr3"	107742420	107742820	"CMP_KDctrl_peak_6928"
"946"	"chr1"	137662599	137662999	"CMP_KDctrl_peak_516"
"947"	"chr4"	141174575	141174975	"CMP_KDctrl_peak_7731"
"948"	"chr18"	60685668	60686068	"CMP_KDctrl_peak_5200"
"949"	"chr2"	73324090	73324490	"CMP_KDctrl_peak_5950"
"950"	"chr17"	3104277	3104677	"CMP_KDctrl_peak_4502"
"951"	"chr1"	37552775	37553175	"CMP_KDctrl_peak_84"
"952"	"chr1"	129218301	129218701	"CMP_KDctrl_peak_425"
"953"	"chr8"	73139856	73140256	"CMP_KDctrl_peak_10054"
"954"	"chr11"	69393351	69393751	"CMP_KDctrl_peak_1854"
"955"	"chr16"	94748230	94748630	"CMP_KDctrl_peak_4474"
"956"	"chr12"	39590268	39590668	"CMP_KDctrl_peak_2421"
"957"	"chr13"	58259778	58260178	"CMP_KDctrl_peak_3053"
"958"	"chr7"	111518565	111518965	"CMP_KDctrl_peak_9575"
"959"	"chr14"	15632863	15633263	"CMP_KDctrl_peak_3307"
"960"	"chr7"	24897802	24898202	"CMP_KDctrl_peak_9193"
"961"	"chr12"	36258521	36258921	"CMP_KDctrl_peak_2410"
"962"	"chr16"	7928619	7929019	"CMP_KDctrl_peak_4148"
"963"	"chr18"	7492710	7493110	"CMP_KDctrl_peak_5066"
"964"	"chr3"	37504855	37505255	"CMP_KDctrl_peak_6586"
"965"	"chr3"	38463834	38464234	"CMP_KDctrl_peak_6595"
"966"	"chr4"	19916494	19916894	"CMP_KDctrl_peak_7204"
"967"	"chr6"	12118556	12118956	"CMP_KDctrl_peak_8527"
"968"	"chr15"	6527989	6528389	"CMP_KDctrl_peak_3750"
"969"	"chr10"	19290432	19290832	"CMP_KDctrl_peak_959"
"970"	"chr11"	119668686	119669086	"CMP_KDctrl_peak_2283"
"971"	"chr19"	7389975	7390375	"CMP_KDctrl_peak_5397"
"972"	"chr2"	145392669	145393069	"CMP_KDctrl_peak_6256"
"973"	"chr5"	115274091	115274491	"CMP_KDctrl_peak_8217"
"974"	"chr4"	59022077	59022477	"CMP_KDctrl_peak_7327"
"975"	"chr19"	16089782	16090182	"CMP_KDctrl_peak_5445"
"976"	"chr14"	60561927	60562327	"CMP_KDctrl_peak_3503"
"977"	"chr10"	67742606	67743006	"CMP_KDctrl_peak_1163"
"978"	"chr11"	5737674	5738074	"CMP_KDctrl_peak_1563"
"979"	"chr1"	129103658	129104058	"CMP_KDctrl_peak_423"
"980"	"chr8"	73315432	73315832	"CMP_KDctrl_peak_10059"
"981"	"chr10"	94964177	94964577	"CMP_KDctrl_peak_1357"
"982"	"chr12"	101202703	101203103	"CMP_KDctrl_peak_2626"
"983"	"chr10"	75243882	75244282	"CMP_KDctrl_peak_1186"
"984"	"chr5"	124777669	124778069	"CMP_KDctrl_peak_8306"
"985"	"chr3"	143287784	143288184	"CMP_KDctrl_peak_7091"
"986"	"chr9"	57556206	57556606	"CMP_KDctrl_peak_10605"
"987"	"chr1"	132980737	132981137	"CMP_KDctrl_peak_453"
"988"	"chr6"	86799057	86799457	"CMP_KDctrl_peak_8788"
"989"	"chr6"	66977644	66978044	"CMP_KDctrl_peak_8711"
"990"	"chr4"	108874412	108874812	"CMP_KDctrl_peak_7469"
"991"	"chr6"	90556708	90557108	"CMP_KDctrl_peak_8809"
"992"	"chr8"	48456841	48457241	"CMP_KDctrl_peak_10016"
"993"	"chr14"	68378323	68378723	"CMP_KDctrl_peak_3561"
"994"	"chr17"	66132050	66132450	"CMP_KDctrl_peak_4888"
"995"	"chr1"	153472467	153472867	"CMP_KDctrl_peak_562"
"996"	"chr5"	137043263	137043663	"CMP_KDctrl_peak_8370"
"997"	"chr4"	116550060	116550460	"CMP_KDctrl_peak_7502"
"998"	"chr1"	84237769	84238169	"CMP_KDctrl_peak_259"
"999"	"chr2"	6698383	6698783	"CMP_KDctrl_peak_5657"
"1000"	"chr17"	25361544	25361944	"CMP_KDctrl_peak_4614"
